id,district,area_sqm,bedrooms,living_rooms,bathrooms,floor,total_floors,has_elevator,building_age_years,orientation,decoration,property_type,developer,subway_line,subway_distance_m,school_district_tier,west_lake_distance_m,green_ratio,parking_ratio,management_fee_yuan_per_sqm,listing_date,listing_duration_days,price_adjustments_count,unit_price_yuan_per_sqm,total_price_wan
2313,余杭区,96,3,1,3,5,6,1,3,Northwest,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 6,394,,12237,0.31,0.63,2.51,7/1/2024,307,0,42789,410.77
2314,滨江区,80.5,2,3,2,9,26,1,5,Southwest,毛坯 (Rough),商住两用 (Mixed),本地开发商 (Local),Line 19,261,A,8521,0.31,0.74,1.62,2/18/2023,832,1,51906,417.84
2315,滨江区,108,4,1,4,13,33,1,9,Southwest,,公寓 (Apartment),绿城 (Greentown),Line 19,266,B,21426,,1.41,2.27,1/9/2024,537,0,39633,428.04
2316,余杭区,75.2,3,2,2,13,26,1,18,West,,住宅 (Residential),绿城 (Greentown),,1074,C,3730,,1.39,3.68,8/17/2024,263,0,24846,186.84
2317,上城区,112.9,3,1,2,18,18,1,6,Northwest,精装 (Fine),别墅 (Villa),华润 (CR Land),Line 5,734,C,,0.28,0.82,4.11,6/5/2024,330,1,82091,926.81
2318,富阳区,93.5,3,1,3,3,26,1,10,Northwest,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 9,2097,C,29158,0.28,0.94,5.61,10/27/2023,564,3,17222,161.03
2319,拱墅区,108.8,3,2,2,13,26,1,22,Southeast,精装 (Fine),住宅 (Residential),,Line 1,343,B,1002,,1.49,2.42,2/2/2023,873,0,53759,584.9
2320,钱塘区,64.9,1,1,1,9,33,1,4,,简装 (Simple),住宅 (Residential),保利 (Poly),Line 6,2264,,,0.4,0.74,3.33,5/21/2024,338,1,22092,143.38
2321,上城区,124.5,4,1,4,9,26,1,25,Southwest,毛坯 (Rough),住宅 (Residential),中海 (COHL),Line 16,467,C,14702,0.29,0.85,3.1,7/20/2023,670,1,41115,511.88
2322,拱墅区,68.6,2,2,2,5,33,1,21,South,精装 (Fine),商住两用 (Mixed),龙湖 (Longfor),Line 9,930,,,0.34,1.24,,5/15/2024,408,1,23859,163.67
2323,余杭区,74.6,2,1,2,12,18,1,4,,豪华 (Luxury),住宅 (Residential),中海 (COHL),Line 10,214,B,,0.26,1.01,5.75,6/21/2024,311,0,36761,274.24
2324,余杭区,25,1,1,1,2,26,1,3,West,精装 (Fine),住宅 (Residential),万科 (Vanke),,330,,6465,0.26,,2.63,11/10/2024,171,0,25872,64.68
2325,钱塘区,93.9,2,1,1,5,11,1,12,South,精装 (Fine),住宅 (Residential),,Line 16,,C,529,0.34,,3.81,9/25/2024,208,0,30416,285.61
2326,西湖区,62.6,1,1,1,4,6,1,4,Southeast,毛坯 (Rough),住宅 (Residential),万科 (Vanke),Line 7,299,C,,0.3,1.47,6.85,4/21/2024,425,3,60322,377.62
2327,临平区,144.8,5,2,4,12,18,1,9,North,精装 (Fine),别墅 (Villa),保利 (Poly),Line 5,929,,29374,0.39,,5.59,5/15/2024,397,,40284,583.31
2328,上城区,76.1,2,2,1,23,26,1,18,East,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 19,100,,18132,,1.05,3.62,8/8/2023,625,0,42105,320.42
2329,滨江区,87.3,2,1,1,18,26,1,4,,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 16,3708,A,9348,0.36,,2,10/25/2023,534,,60509,528.24
2330,滨江区,147.2,4,1,3,4,18,1,5,,简装 (Simple),住宅 (Residential),龙湖 (Longfor),Line 19,4161,C,1945,,,,12/2/2024,150,3,69648,1025.22
2331,富阳区,54.2,2,2,1,6,6,1,,,精装 (Fine),住宅 (Residential),,,4881,,2727,0.28,,7.11,11/6/2023,549,2,23758,128.77
2332,滨江区,62.2,1,1,1,30,33,1,,Southeast,毛坯 (Rough),住宅 (Residential),万科 (Vanke),Line 2,231,C,27668,,,6.48,3/1/2024,449,,54423,338.51
2333,余杭区,123.1,4,1,3,14,18,1,14,South,精装 (Fine),住宅 (Residential),中海 (COHL),Line 19,1126,A,27337,0.4,,,4/14/2023,754,1,36337,447.31
2334,滨江区,79.5,3,1,3,10,26,1,10,West,简装 (Simple),住宅 (Residential),保利 (Poly),Line 9,467,C,,,1.34,4.54,5/8/2024,355,2,44393,352.92
2335,临安区,117.4,3,1,2,13,18,1,4,Northeast,毛坯 (Rough),住宅 (Residential),华润 (CR Land),Line 16,,C,28404,,1.33,1.71,3/5/2023,843,1,15142,177.77
2336,西湖区,92.8,2,1,2,7,33,1,26,North,精装 (Fine),住宅 (Residential),龙湖 (Longfor),,3631,C,8409,0.44,1.07,2.53,4/4/2023,773,1,45465,421.92
2337,临安区,25,1,3,1,8,18,1,1,Northeast,精装 (Fine),住宅 (Residential),,Line 16,2105,A,3098,,1.18,2.03,6/5/2024,310,0,16543,41.36
2338,临平区,55,1,1,1,26,26,1,,South,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 1,,C,8991,,0.81,6.85,3/21/2024,442,0,28894,158.92
2339,富阳区,88,2,1,2,25,26,1,,South,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 4,710,B,14174,0.43,,7.13,9/24/2024,240,0,29516,259.74
2340,萧山区,90.4,3,1,2,5,26,1,6,,简装 (Simple),公寓 (Apartment),万科 (Vanke),Line 3,884,C,26197,0.37,1.08,7.09,7/23/2024,290,0,27890,252.13
2341,富阳区,79.8,3,2,3,15,18,1,8,South,精装 (Fine),商住两用 (Mixed),融创 (Sunac),Line 3,373,,9775,,,7.75,1/8/2023,845,2,20654,164.82
2342,临安区,75.8,3,1,2,17,33,1,7,South,精装 (Fine),住宅 (Residential),融创 (Sunac),,919,C,19109,0.36,,3.07,7/2/2023,646,1,18505,140.27
2343,西湖区,58.4,1,1,1,11,11,1,0,Southwest,简装 (Simple),住宅 (Residential),保利 (Poly),Line 7,930,C,853,,1.13,,6/23/2024,286,1,75472,440.76
2344,临平区,133.6,4,1,4,10,18,1,4,Southeast,豪华 (Luxury),住宅 (Residential),中海 (COHL),Line 7,321,B,11052,0.38,0.95,,5/11/2023,722,0,39413,526.56
2345,萧山区,50.2,1,2,1,8,33,1,6,South,精装 (Fine),公寓 (Apartment),滨江 (Binjiang),Line 1,283,B,7325,0.27,0.6,3.2,8/15/2024,311,0,30262,151.92
2346,西湖区,123.7,3,1,2,8,26,1,13,Southeast,精装 (Fine),商住两用 (Mixed),滨江 (Binjiang),Line 10,4594,C,18048,0.3,1.04,,1/9/2023,898,0,44515,550.65
2347,钱塘区,94.4,3,1,2,8,11,1,,West,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 10,,B,23382,0.37,1.47,7.89,8/6/2024,269,0,31921,301.33
2348,富阳区,137.3,3,1,2,9,11,1,7,Northwest,精装 (Fine),公寓 (Apartment),保利 (Poly),Line 2,761,A,18982,0.3,1.42,1.94,9/8/2023,629,1,26470,363.43
2349,余杭区,160.1,5,1,4,11,18,1,10,,简装 (Simple),住宅 (Residential),龙湖 (Longfor),,1485,,7254,,1.48,3.76,7/10/2024,267,2,32957,527.64
2350,西湖区,77.3,3,2,2,17,26,1,4,Southeast,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 10,314,B,6883,0.42,0.99,,10/4/2024,197,0,74181,573.42
2351,滨江区,48.2,2,1,2,5,6,1,2,Southwest,精装 (Fine),住宅 (Residential),,Line 9,162,B,,0.34,1.33,,12/14/2024,115,,53464,257.7
2352,富阳区,70.6,2,1,2,6,6,1,23,East,豪华 (Luxury),住宅 (Residential),融创 (Sunac),Line 2,2479,,10299,0.31,0.79,,11/10/2023,581,0,14692,103.73
2353,临平区,57.7,2,1,2,21,26,1,28,South,精装 (Fine),公寓 (Apartment),本地开发商 (Local),Line 7,3905,C,7159,,1.41,,5/31/2024,348,1,15325,88.43
2354,拱墅区,61.9,2,2,2,9,26,1,11,South,精装 (Fine),住宅 (Residential),,Line 3,1193,C,,0.3,1.3,4.97,10/13/2024,188,1,32255,199.66
2355,西湖区,67.9,2,1,2,22,26,1,27,East,精装 (Fine),住宅 (Residential),中海 (COHL),,4787,,,0.39,0.98,7.95,6/4/2024,378,2,36295,246.44
2356,西湖区,63.7,2,1,2,6,33,1,23,Southeast,简装 (Simple),住宅 (Residential),融创 (Sunac),Line 9,1437,A,16307,,1.26,5.97,2/15/2023,848,3,41036,261.4
2357,临平区,153.8,5,1,4,26,33,1,13,,豪华 (Luxury),住宅 (Residential),,Line 7,468,,27793,0.28,,2.57,5/24/2024,347,3,30810,473.86
2358,余杭区,47.3,2,1,1,22,26,1,,West,精装 (Fine),住宅 (Residential),华润 (CR Land),,1443,,12821,0.37,1.33,6.93,1/14/2023,807,0,28715,135.82
2359,富阳区,156.8,5,1,4,13,26,1,29,East,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 4,344,C,,,1.12,1.93,2/7/2024,501,1,20897,327.66
2360,拱墅区,93.2,2,1,2,14,18,1,0,,简装 (Simple),住宅 (Residential),滨江 (Binjiang),,4544,C,18223,0.39,,,12/3/2024,186,0,47379,441.57
2361,钱塘区,103.8,2,1,1,1,18,1,,Northwest,简装 (Simple),住宅 (Residential),滨江 (Binjiang),Line 2,4612,A,11408,,0.99,7.32,9/28/2023,567,0,33766,350.49
2362,拱墅区,84.3,2,1,1,5,6,1,9,Northwest,豪华 (Luxury),商住两用 (Mixed),本地开发商 (Local),Line 4,,,,0.42,,6.18,1/1/2024,499,0,39023,328.96
2363,富阳区,136.9,3,1,2,13,18,1,19,,精装 (Fine),住宅 (Residential),中海 (COHL),Line 5,3707,C,8998,0.44,,5.25,8/18/2023,596,0,18087,247.61
2364,拱墅区,86.6,2,1,1,9,18,1,12,Southwest,精装 (Fine),商住两用 (Mixed),滨江 (Binjiang),Line 4,217,C,7424,0.36,0.82,3.6,12/16/2024,144,0,42404,367.22
2365,余杭区,92.2,3,2,3,7,18,1,10,Southeast,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 6,,C,,0.36,,5.9,9/23/2024,233,0,25842,238.26
2366,萧山区,112.2,4,1,3,4,26,1,34,Southwest,精装 (Fine),商住两用 (Mixed),龙湖 (Longfor),Line 4,,B,859,0.44,1.27,,12/31/2024,178,0,25050,281.06
2367,钱塘区,128.7,4,1,4,25,33,1,3,West,,住宅 (Residential),滨江 (Binjiang),Line 4,612,A,18482,0.44,0.64,1.51,9/16/2023,639,0,38636,497.25
2368,萧山区,92.5,2,2,1,17,18,1,6,South,,公寓 (Apartment),,Line 3,701,A,18662,0.4,,3.25,11/21/2024,137,1,31190,288.51
2369,滨江区,114.5,4,1,3,21,26,1,8,South,豪华 (Luxury),别墅 (Villa),绿城 (Greentown),Line 16,,C,13110,0.43,,6.89,11/23/2023,583,3,83555,956.7
2370,萧山区,46.5,1,1,1,20,33,1,,Southwest,精装 (Fine),别墅 (Villa),万科 (Vanke),Line 9,1393,,26037,0.34,1.25,2.46,5/22/2024,379,0,44273,205.87
2371,滨江区,76.3,2,1,1,8,18,1,6,,简装 (Simple),公寓 (Apartment),绿城 (Greentown),,253,C,11329,,1.25,2.49,7/5/2023,671,0,45174,344.68
2372,钱塘区,65.7,2,1,1,7,11,1,,,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 19,558,,6294,0.33,1.44,6.48,7/30/2023,622,1,27853,182.99
2373,上城区,152.2,5,1,4,2,26,1,,East,简装 (Simple),住宅 (Residential),龙湖 (Longfor),Line 1,508,C,7131,,,,1/20/2024,462,0,66529,1012.57
2374,余杭区,88.2,3,1,2,4,6,1,17,North,精装 (Fine),公寓 (Apartment),万科 (Vanke),Line 7,,A,7167,0.42,,6.06,12/26/2023,473,1,29159,257.18
2375,滨江区,96.1,2,2,2,24,33,1,2,West,精装 (Fine),公寓 (Apartment),本地开发商 (Local),Line 16,1713,B,5601,,0.65,7.24,6/7/2023,684,0,54890,527.49
2376,余杭区,98.4,2,2,1,16,33,1,1,South,简装 (Simple),公寓 (Apartment),,Line 6,418,A,6547,0.31,0.74,6.32,7/21/2023,653,0,33151,326.21
2377,钱塘区,109.9,4,1,3,18,18,1,32,West,简装 (Simple),住宅 (Residential),融创 (Sunac),,2937,B,4521,0.34,0.6,1.98,8/3/2023,684,1,26736,293.83
2378,钱塘区,100.2,3,1,2,19,26,1,11,North,豪华 (Luxury),住宅 (Residential),融创 (Sunac),Line 1,1151,B,14556,0.27,,,2/20/2024,485,0,32810,328.76
2379,临安区,115.8,4,2,3,3,6,1,10,Southwest,精装 (Fine),公寓 (Apartment),融创 (Sunac),Line 1,655,B,7594,,0.75,5.44,10/23/2024,209,0,17970,208.09
2380,临平区,95.4,3,2,2,5,18,1,1,West,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 3,490,B,702,,,1.62,4/14/2023,748,0,41023,391.36
2381,滨江区,67.2,1,1,1,6,6,0,31,North,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 4,4405,,,0.41,0.59,,5/4/2023,731,0,31996,215.01
2382,拱墅区,133.8,3,2,2,20,33,1,4,South,精装 (Fine),公寓 (Apartment),万科 (Vanke),Line 4,1475,B,8959,0.3,0.89,7.68,9/10/2024,223,1,52036,696.24
2383,拱墅区,109.7,4,1,4,1,11,1,31,East,,住宅 (Residential),保利 (Poly),Line 19,625,C,8153,0.4,0.67,4.2,8/25/2024,253,3,34928,383.16
2384,富阳区,105.3,3,1,2,26,26,1,7,Southwest,精装 (Fine),住宅 (Residential),保利 (Poly),Line 1,4802,,,,,5.56,7/13/2023,627,1,19232,202.51
2385,上城区,78.8,3,1,3,8,18,1,10,,精装 (Fine),公寓 (Apartment),,Line 2,,,20237,0.44,,5.97,3/15/2024,404,1,29503,232.48
2386,萧山区,160.4,4,1,4,18,26,1,10,North,简装 (Simple),商住两用 (Mixed),绿城 (Greentown),Line 10,3297,B,12744,0.32,,6.01,7/10/2023,650,,36492,585.33
2387,滨江区,145.2,4,1,4,3,26,1,2,Southwest,毛坯 (Rough),住宅 (Residential),华润 (CR Land),,1107,C,3323,,,1.94,2/13/2023,864,0,58818,854.04
2388,萧山区,52.8,1,1,1,6,11,1,,Southeast,毛坯 (Rough),公寓 (Apartment),中海 (COHL),Line 3,,B,6739,0.39,,,12/15/2024,188,0,25827,136.37
2389,萧山区,112,3,1,3,10,11,1,24,North,简装 (Simple),公寓 (Apartment),华润 (CR Land),Line 3,,B,6485,,0.6,3.8,4/2/2024,428,1,20010,224.11
2390,临安区,120.6,3,1,2,24,26,1,,Southwest,简装 (Simple),住宅 (Residential),保利 (Poly),,394,B,1428,0.39,0.91,,12/20/2023,528,0,32083,386.92
2391,拱墅区,78.8,2,2,1,1,26,1,3,Southwest,简装 (Simple),公寓 (Apartment),保利 (Poly),Line 1,614,,17542,0.4,0.97,4.91,12/25/2023,483,2,34558,272.32
2392,西湖区,111.7,3,1,3,6,11,1,,Southwest,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 5,961,C,28210,,1.46,1.56,12/7/2023,496,2,61224,683.87
2393,余杭区,101.8,3,2,2,23,26,1,14,Northeast,精装 (Fine),公寓 (Apartment),绿城 (Greentown),Line 9,4944,C,2944,0.32,0.65,5.37,2/22/2024,460,1,25422,258.8
2394,富阳区,117.6,4,1,3,19,26,1,18,South,简装 (Simple),公寓 (Apartment),绿城 (Greentown),,1609,C,7492,0.4,,4.6,6/9/2023,664,1,15543,182.79
2395,萧山区,121.8,4,2,3,5,26,1,,Northeast,,公寓 (Apartment),,Line 9,349,B,,0.3,0.96,2.17,12/29/2024,126,0,34452,419.63
2396,西湖区,60,2,1,1,6,6,1,34,West,精装 (Fine),商住两用 (Mixed),本地开发商 (Local),Line 4,,C,,0.29,,4.98,2/16/2024,444,1,30911,185.47
2397,萧山区,57.1,1,1,1,14,18,1,12,Southwest,豪华 (Luxury),住宅 (Residential),,Line 9,772,B,15825,0.42,0.99,4.88,2/10/2023,788,2,30434,173.78
2398,西湖区,41.5,2,1,1,19,33,1,5,South,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 1,1145,C,,0.3,1.32,3.31,3/13/2023,755,2,54626,226.7
2399,上城区,131.3,4,1,4,23,26,1,4,East,精装 (Fine),住宅 (Residential),,Line 19,433,C,,0.35,,2.77,3/17/2023,752,1,70685,928.09
2400,萧山区,141.9,4,2,4,1,11,1,29,Southeast,精装 (Fine),住宅 (Residential),龙湖 (Longfor),,100,A,21561,,0.65,,10/25/2024,171,0,33778,479.31
2401,萧山区,69.2,2,1,2,3,18,1,14,Southeast,毛坯 (Rough),住宅 (Residential),保利 (Poly),Line 1,1219,B,8379,0.4,0.87,5.65,12/9/2023,493,0,29498,204.13
2402,临平区,69.1,1,1,1,4,26,1,12,South,豪华 (Luxury),商住两用 (Mixed),万科 (Vanke),Line 16,888,B,1733,0.43,0.7,7.82,11/22/2023,539,0,29458,203.55
2403,上城区,102.1,2,1,1,3,18,1,1,,简装 (Simple),公寓 (Apartment),绿城 (Greentown),Line 1,151,C,22271,,1.26,5.23,2/5/2023,863,1,52395,534.95
2404,临安区,46.9,1,1,1,8,26,1,29,Northeast,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 6,349,A,,,,,12/23/2024,132,2,14190,66.55
2405,上城区,148.1,4,2,4,17,26,1,4,,精装 (Fine),公寓 (Apartment),本地开发商 (Local),Line 19,3118,C,20582,0.38,0.92,4.28,11/10/2023,516,0,58364,864.37
2406,临安区,25,1,2,1,5,18,1,24,South,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 4,288,C,13450,0.4,,1.91,2/8/2024,472,3,12086,30.21
2407,富阳区,185.6,6,1,4,3,6,1,4,Northwest,简装 (Simple),公寓 (Apartment),龙湖 (Longfor),Line 9,1675,C,16868,0.34,0.95,2.7,4/11/2024,412,1,24207,449.28
2408,上城区,147.3,5,1,4,5,18,1,9,Northeast,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 1,551,B,5876,0.35,0.55,6.62,2/26/2023,835,0,70261,1034.94
2409,滨江区,154.6,4,2,4,13,18,1,19,Northwest,简装 (Simple),住宅 (Residential),绿城 (Greentown),Line 1,1361,,6369,0.36,,3.93,11/29/2024,193,,50006,773.09
2410,临平区,129.7,3,3,2,4,18,1,,Southwest,精装 (Fine),住宅 (Residential),中海 (COHL),Line 19,172,B,19881,,1.24,,8/10/2023,651,0,37102,481.21
2411,富阳区,132.9,4,1,4,14,33,1,1,Northeast,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 9,1173,B,9641,0.42,0.72,7.1,1/28/2023,876,0,28880,383.82
2412,上城区,150,5,2,4,2,6,1,0,Northwest,精装 (Fine),商住两用 (Mixed),保利 (Poly),Line 3,208,C,21811,0.4,1.49,3.87,8/22/2024,294,2,69298,1039.47
2413,西湖区,136.7,4,2,4,14,18,1,3,,精装 (Fine),住宅 (Residential),保利 (Poly),Line 1,248,B,24379,0.33,,,11/14/2023,581,3,89601,1224.85
2414,滨江区,61.9,1,1,1,1,18,1,3,,毛坯 (Rough),住宅 (Residential),龙湖 (Longfor),Line 19,386,C,12934,0.42,1.34,,11/14/2024,142,0,44313,274.3
2415,钱塘区,84.5,2,1,2,7,33,1,6,North,简装 (Simple),公寓 (Apartment),滨江 (Binjiang),Line 6,1167,C,5367,0.31,1.33,5.81,8/20/2024,230,0,27615,233.35
2416,钱塘区,91.6,3,1,3,12,18,1,32,,豪华 (Luxury),住宅 (Residential),华润 (CR Land),Line 6,1024,B,24211,,1.31,7.59,5/20/2023,744,0,20964,192.03
2417,西湖区,82.1,2,1,2,2,18,1,28,South,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 10,331,C,,0.25,,6.84,4/10/2023,772,0,36279,297.85
2418,临安区,138.4,3,1,3,16,18,1,27,South,毛坯 (Rough),别墅 (Villa),,,3528,A,20050,0.26,1.14,6.57,8/27/2024,252,2,22323,308.95
2419,临平区,88.6,2,2,2,5,18,1,4,Southeast,毛坯 (Rough),住宅 (Residential),中海 (COHL),Line 3,1348,,10710,,0.89,5.09,1/20/2023,824,1,21568,191.09
2420,萧山区,119.6,4,2,3,11,18,1,5,Southeast,精装 (Fine),住宅 (Residential),,,3388,C,6448,0.32,0.82,7.59,8/22/2024,278,,38713,463.01
2421,余杭区,157.1,5,1,4,3,26,1,11,Northwest,简装 (Simple),住宅 (Residential),华润 (CR Land),Line 3,1269,C,25031,,1.13,1.54,8/26/2023,631,2,28453,447
2422,上城区,139.4,4,2,4,33,33,1,7,West,简装 (Simple),住宅 (Residential),绿城 (Greentown),Line 5,2528,C,7833,0.4,,7.7,6/12/2023,694,,68038,948.45
2423,拱墅区,137.6,3,2,3,11,18,1,1,South,,商住两用 (Mixed),万科 (Vanke),Line 3,560,,2085,,0.95,3.11,6/19/2024,362,1,51303,705.93
2424,西湖区,98.9,2,1,1,28,33,1,29,East,精装 (Fine),公寓 (Apartment),保利 (Poly),Line 7,864,C,5377,0.42,1.37,7.97,12/4/2023,515,2,33976,336.02
2425,上城区,137.6,4,2,3,10,18,1,17,Southeast,,公寓 (Apartment),保利 (Poly),Line 1,156,C,8486,,1.04,7.11,6/19/2024,300,,43211,594.58
2426,萧山区,40.6,1,2,1,2,18,1,4,Southeast,豪华 (Luxury),别墅 (Villa),保利 (Poly),Line 10,2487,,9731,,1.27,3.95,9/7/2024,218,1,37615,152.72
2427,萧山区,140.9,4,2,4,17,26,1,13,Northwest,,住宅 (Residential),,Line 1,629,C,28612,,0.65,4.23,6/2/2023,745,,31402,442.45
2428,萧山区,101,3,1,2,17,26,1,1,Northeast,精装 (Fine),住宅 (Residential),保利 (Poly),Line 16,721,A,29795,0.35,,3.14,5/17/2023,689,3,46484,469.49
2429,临安区,121.9,4,1,3,21,26,1,20,West,,住宅 (Residential),,Line 1,778,C,,0.41,,,10/9/2024,222,2,12673,154.48
2430,滨江区,62.8,2,1,1,7,18,1,,,豪华 (Luxury),住宅 (Residential),龙湖 (Longfor),Line 1,161,B,7561,0.31,1.28,3.53,12/26/2024,103,1,66976,420.61
2431,富阳区,68.3,1,2,1,23,26,1,3,,精装 (Fine),公寓 (Apartment),华润 (CR Land),Line 10,2647,C,18262,,0.6,3.5,2/1/2024,432,0,18022,123.09
2432,临平区,101.7,2,1,1,9,18,1,15,Northwest,精装 (Fine),住宅 (Residential),华润 (CR Land),,1001,,1077,,,4.42,9/6/2024,289,,29657,301.61
2433,拱墅区,108.9,3,1,3,9,11,1,12,,精装 (Fine),住宅 (Residential),保利 (Poly),Line 6,1325,A,4111,,1.33,6.89,1/7/2023,830,1,61176,666.21
2434,拱墅区,151,4,1,4,14,18,1,,West,精装 (Fine),公寓 (Apartment),保利 (Poly),Line 3,146,C,10916,,1.06,4.42,8/21/2024,303,,58311,880.5
2435,临安区,128.9,4,1,3,12,18,1,14,South,精装 (Fine),住宅 (Residential),保利 (Poly),Line 5,181,,9967,,0.97,3.57,5/31/2024,394,2,18327,236.24
2436,临安区,101.7,2,2,2,1,26,1,1,Southwest,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 9,4407,B,29712,0.33,,4.75,6/15/2024,346,0,19445,197.76
2437,余杭区,92.2,2,2,2,9,18,1,24,Southwest,精装 (Fine),别墅 (Villa),滨江 (Binjiang),Line 10,432,A,21668,0.43,0.68,,10/15/2023,540,0,43333,399.53
2438,萧山区,68.6,2,2,2,1,18,1,14,Southwest,,住宅 (Residential),万科 (Vanke),Line 6,1011,C,,,1.38,,9/19/2023,643,0,28324,194.3
2439,拱墅区,48,2,1,1,7,33,1,3,South,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 6,596,C,,0.44,,6.21,4/30/2024,345,0,44379,213.02
2440,富阳区,57.7,2,2,2,5,11,1,3,,精装 (Fine),别墅 (Villa),华润 (CR Land),Line 9,160,A,19667,,0.63,6.77,2/11/2024,493,2,35582,205.31
2441,富阳区,54,1,2,1,14,26,1,6,North,精装 (Fine),商住两用 (Mixed),中海 (COHL),,309,C,28704,0.41,0.75,4.16,7/19/2024,309,1,18032,97.37
2442,钱塘区,82.2,2,1,2,6,33,1,33,Southeast,精装 (Fine),住宅 (Residential),,Line 7,906,C,8925,,0.61,5.55,1/27/2023,873,0,19870,163.33
2443,西湖区,131.8,3,1,2,9,18,1,11,South,毛坯 (Rough),别墅 (Villa),融创 (Sunac),Line 2,263,,13060,0.31,0.66,3.75,4/26/2023,777,0,89514,1179.79
2444,钱塘区,46.4,1,1,1,1,26,1,10,Southwest,豪华 (Luxury),住宅 (Residential),万科 (Vanke),Line 1,652,C,,,,1.7,9/7/2023,641,0,24758,114.88
2445,临平区,93.2,3,2,2,6,11,1,,Northeast,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 19,,B,26604,0.36,1.15,,12/15/2024,157,1,26372,245.79
2446,临安区,148.2,4,1,3,22,26,1,34,East,精装 (Fine),住宅 (Residential),保利 (Poly),Line 19,1991,,19361,0.28,,5.3,7/20/2023,643,0,14473,214.49
2447,萧山区,115.6,4,2,4,5,11,1,6,,精装 (Fine),公寓 (Apartment),,,3977,,,0.41,1.2,3.86,11/4/2023,598,0,24030,277.79
2448,萧山区,121.6,4,2,3,4,18,1,4,,豪华 (Luxury),住宅 (Residential),中海 (COHL),,,,19574,0.35,,,5/24/2023,751,0,33573,408.25
2449,临安区,168.7,4,2,3,2,11,1,1,Northwest,精装 (Fine),住宅 (Residential),中海 (COHL),Line 19,108,B,9654,0.26,,6.07,8/15/2024,254,1,27556,464.87
2450,拱墅区,128.6,3,2,2,1,6,0,2,Southwest,豪华 (Luxury),住宅 (Residential),保利 (Poly),Line 9,1229,C,25876,0.29,0.53,4.56,1/12/2024,523,0,51303,659.76
2451,萧山区,87,3,1,2,14,18,1,5,,毛坯 (Rough),公寓 (Apartment),本地开发商 (Local),,3702,,13675,0.28,,,12/14/2024,141,3,21871,190.28
2452,富阳区,110.2,4,1,3,13,33,1,3,,精装 (Fine),住宅 (Residential),万科 (Vanke),,276,,21031,,1.2,,9/30/2023,621,0,24180,266.46
2453,临安区,122.4,4,1,3,6,6,1,7,Northwest,毛坯 (Rough),别墅 (Villa),,Line 2,1490,,,0.32,0.62,4.27,12/17/2024,176,0,27569,337.44
2454,余杭区,113.4,4,3,4,7,18,1,17,South,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 1,832,A,,0.32,,3.51,3/2/2024,396,1,31969,362.53
2455,萧山区,25,1,1,1,7,18,1,21,Southwest,毛坯 (Rough),住宅 (Residential),绿城 (Greentown),,571,A,2686,0.4,0.74,,1/30/2023,836,0,27365,68.41
2456,余杭区,93.8,3,3,2,10,26,1,22,Northeast,,住宅 (Residential),本地开发商 (Local),,910,,24461,,0.92,5.86,10/10/2023,608,3,18419,172.77
2457,余杭区,135.3,4,1,4,7,33,1,17,West,豪华 (Luxury),别墅 (Villa),本地开发商 (Local),Line 9,142,C,999,0.33,,6.69,10/17/2024,237,0,51245,693.34
2458,滨江区,127,4,1,3,8,26,1,7,Southeast,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 16,390,B,15116,0.44,1.18,2.33,12/7/2023,566,1,61831,785.25
2459,临平区,72.4,3,1,2,9,26,1,27,,精装 (Fine),住宅 (Residential),,Line 3,195,C,2065,0.44,,6.89,10/11/2024,212,1,21418,155.07
2460,滨江区,93.6,3,2,2,3,33,1,1,South,,公寓 (Apartment),龙湖 (Longfor),Line 1,938,B,2812,0.28,1.35,4.22,12/9/2024,119,1,52648,492.79
2461,富阳区,64.5,2,1,2,26,26,1,0,,毛坯 (Rough),住宅 (Residential),万科 (Vanke),,3055,B,13089,0.44,,7.43,3/18/2023,807,3,21582,139.2
